MBK	ACC	OVV	EGG
-0.645274	0.019509	-88.218212	0.111998
-0.533741	-0.118330	-18.518374	0.102970
-0.270530	-0.192176	-10.434440	0.093617
-0.170302	-0.153692	3.498301	0.078191
0.003815	-0.039730	65.302467	0.066415
0.310129	0.057103	101.487104	0.053234
0.444475	0.077779	129.162655	0.043927
0.531452	0.034168	175.098897	0.034810
0.631908	-0.036691	173.253137	0.021412
0.572308	-0.122247	157.661592	0.012598
0.433816	-0.224319	160.111844	0.000715
0.272277	-0.308884	162.646401	-0.008846
0.137329	-0.339355	132.752236	-0.020897
-0.032200	-0.310761	91.972726	-0.027200
-0.202793	-0.248458	78.302625	-0.035918
-0.234591	-0.174895	64.279874	-0.046474
-0.274584	-0.111314	48.460728	-0.056032
-0.298711	-0.067841	61.301960	-0.065565
-0.203541	-0.046675	72.479881	-0.070354
-0.104647	-0.045888	78.018589	-0.073757
-0.017336	-0.063458	108.234752	-0.074609
0.113085	-0.076180	144.611138	-0.074361
0.229172	-0.071061	172.959830	-0.073888
0.302920	-0.050810	189.357039	-0.076063
0.312914	-0.023874	200.583111	-0.077402
0.307461	0.012992	201.636353	-0.075471
0.250925	0.048061	193.561330	-0.079723
0.141598	0.079185	183.150515	-0.076288
0.041000	0.115408	165.877657	-0.077681
-0.064615	0.190955	136.458993	-0.072090
-0.170672	0.328001	117.030121	-0.066987
-0.230338	0.497039	91.887269	0.018695
-0.279838	0.601365	63.368173	0.097968
-0.321141	0.531768	5.055172	0.108422
-0.440656	0.343577	-58.714823	0.114015
-0.565202	0.160595	-104.216869	0.110124
-0.618787	0.010435	-81.116303	0.112226
-0.499684	-0.126373	-11.402654	0.099787
-0.244334	-0.197436	-7.122409	0.092661
-0.153432	-0.159606	3.719263	0.077760
0.009311	-0.047881	64.119656	0.066516
0.302808	0.043893	99.480529	0.051557
0.429876	0.062762	125.889399	0.044974
0.507098	0.019744	169.971804	0.033240
0.601296	-0.047426	169.471041	0.022555
0.553373	-0.129316	155.863163	0.013055
0.415984	-0.227104	154.351940	0.001818
0.256731	-0.308060	163.188685	-0.008871
