MBK	ACC	OVV	EGG
0.032168	0.008654	80.628135	-0.078605
0.027693	0.022982	79.602953	-0.081430
0.019297	0.040139	80.578196	-0.077753
0.008341	0.058507	79.491214	-0.079603
-0.005064	0.078254	79.129302	-0.071208
-0.027690	0.109078	75.844596	-0.074054
-0.053002	0.141595	72.272610	-0.013436
-0.080044	0.165433	67.959609	0.079650
-0.114856	0.154890	61.567595	0.099550
-0.149476	0.114731	53.877550	0.115753
-0.191957	0.076923	45.518642	0.117988
-0.245788	0.040923	38.928062	0.121537
-0.308571	0.007311	33.705481	0.120189
-0.362742	-0.020512	26.080633	0.117937
-0.380217	-0.036564	24.324814	0.112904
-0.401028	-0.035190	19.852275	0.107653
-0.392581	-0.016489	20.654800	0.097931
-0.355758	0.004976	19.509779	0.090060
-0.317860	0.021658	23.490916	0.077524
-0.227239	0.025434	23.895425	0.065388
-0.139314	0.019333	31.039374	0.050529
-0.056778	0.007942	33.983716	0.038255
0.023279	-0.005766	42.281018	0.025467
0.093249	-0.018773	48.402200	0.014946
0.142333	-0.036249	55.836358	0.003952
0.192692	-0.056457	59.758626	-0.004737
0.222001	-0.067335	68.070287	-0.013975
0.227148	-0.069213	71.054421	-0.020271
0.226919	-0.067472	76.482425	-0.026621
0.223643	-0.067113	80.053900	-0.031710
0.199800	-0.074001	82.352977	-0.037237
0.191365	-0.082416	82.259073	-0.041688
0.164897	-0.088546	83.887898	-0.047525
0.143061	-0.095245	84.092165	-0.052135
0.116891	-0.101208	83.339993	-0.057116
0.103564	-0.104952	82.533816	-0.060813
0.081338	-0.099243	80.984508	-0.065147
0.064105	-0.087749	80.269821	-0.068215
0.051767	-0.068460	80.878097	-0.071993
0.033627	-0.047698	80.503433	-0.073223
0.033226	-0.030082	80.008200	-0.074599
0.023675	-0.009697	77.917492	-0.076481
0.018664	0.007538	79.618856	-0.076159
0.012021	0.019763	79.758534	-0.076076
0.000510	0.031791	80.224460	-0.074222
-0.006045	0.049415	79.085108	-0.075963
-0.025182	0.068580	78.674427	-0.069996
-0.038545	0.098665	76.406601	-0.072912
-0.062229	0.132195	73.686249	-0.036046
-0.091057	0.162519	69.778095	0.065046
-0.114074	0.162013	62.777465	0.096874
-0.144002	0.122016	55.033548	0.113811
-0.177738	0.080620	47.824072	0.119180
-0.237902	0.050471	38.272732	0.121978
-0.295557	0.018722	36.749341	0.121956
-0.362189	-0.009494	27.402726	0.122751
-0.380485	-0.027847	26.439732	0.116708
-0.389451	-0.030187	20.312020	0.111478
-0.400552	-0.016159	20.994951	0.101867
-0.349007	0.000934	19.184370	0.092424
-0.327208	0.015966	24.299167	0.079574
-0.244694	0.021138	23.444137	0.068799
-0.162684	0.012642	30.036925	0.053893
-0.071783	0.003876	34.944907	0.040736
-0.000122	-0.004709	41.206588	0.027595
0.083822	-0.015616	47.556506	0.017978
0.137055	-0.026810	54.789722	0.006235
0.189609	-0.040444	60.242052	-0.002058
0.227180	-0.055569	65.692323	-0.011160
0.235747	-0.064571	70.887358	-0.018634
0.240476	-0.071290	74.511863	-0.026226
0.237426	-0.073310	79.175328	-0.031591
0.216506	-0.077261	81.936710	-0.037227
0.205022	-0.085604	82.658474	-0.042519
0.184141	-0.094470	83.559812	-0.047183
0.162809	-0.100868	85.523492	-0.052647
0.142660	-0.101182	83.156389	-0.056676
0.128303	-0.097037	83.331593	-0.060934
0.105010	-0.092278	81.629114	-0.065645
0.088943	-0.084663	81.455180	-0.068821
0.079434	-0.070365	80.697332	-0.071624
0.060264	-0.048801	79.378854	-0.074080
0.050256	-0.026995	79.980546	-0.074028
0.038845	-0.012066	80.004051	-0.074937
0.027254	0.003420	80.350140	-0.074532
0.018226	0.017472	78.748106	-0.075726
0.013824	0.031472	80.352742	-0.072973
-0.002968	0.051270	78.725717	-0.073156
-0.010303	0.076179	78.249766	-0.068127
-0.029163	0.106891	75.506725	-0.069766
-0.056738	0.135701	72.614419	-0.028074
-0.074524	0.161672	68.221196	0.071083
-0.101669	0.160165	60.959843	0.098227
-0.131406	0.122120	51.732042	0.114483
-0.159926	0.080327	46.168481	0.118906
-0.210019	0.042864	39.131456	0.122235
-0.272311	0.011748	34.394536	0.122339
-0.333613	-0.011251	26.680234	0.121765
-0.357169	-0.027522	25.259818	0.116289
-0.377492	-0.030378	18.672832	0.111960
-0.372852	-0.016231	21.781786	0.102376
-0.336144	0.003745	19.419935	0.094013
-0.313061	0.021065	26.476201	0.081493
-0.230187	0.025992	24.724600	0.069382
-0.153643	0.017932	31.849643	0.055313
-0.063407	0.006674	34.532528	0.042352
0.008425	-0.007907	41.811765	0.029582
0.092820	-0.021048	46.043181	0.018441
0.139526	-0.033832	54.965439	0.007983
0.195720	-0.048565	57.590653	-0.001513
0.227457	-0.060318	65.944181	-0.009676
0.239292	-0.065487	70.056610	-0.016877
0.246396	-0.069357	75.328947	-0.024976
0.245308	-0.072326	78.500489	-0.029418
0.226316	-0.075959	80.482261	-0.036496
0.214752	-0.082977	81.088399	-0.041423
0.194299	-0.093004	83.084838	-0.046852
0.176876	-0.099510	83.600410	-0.051529
0.157258	-0.103608	84.026344	-0.056421
0.143463	-0.103867	84.495034	-0.061058
0.112343	-0.094939	82.685647	-0.064966
0.104129	-0.079455	81.855319	-0.068894
0.083782	-0.062228	82.307017	-0.070393
0.066444	-0.042033	80.416339	-0.071730
0.065995	-0.023290	81.260541	-0.073595
0.052488	-0.007045	77.630712	-0.075111
0.037788	0.003549	78.749605	-0.074736
0.024186	0.015898	79.087637	-0.075716
0.009249	0.029331	80.117585	-0.073327
-0.014621	0.047506	78.964154	-0.073216
-0.024528	0.070129	78.292315	-0.068093
-0.040752	0.098794	76.703497	-0.069610
-0.065978	0.132305	73.031845	-0.034530
-0.080734	0.160831	68.131285	0.064538
-0.109610	0.163672	62.986905	0.096032
-0.142546	0.129626	52.776027	0.111337
-0.158654	0.086530	47.427877	0.116750
-0.201023	0.049317	38.408847	0.121026
-0.254361	0.020113	35.725095	0.121008
-0.297791	-0.006462	27.785862	0.121531
-0.335692	-0.026360	26.791325	0.116774
-0.338345	-0.031020	20.359555	0.112041
-0.341589	-0.020660	21.920053	0.103273
-0.310702	-0.001691	20.642021	0.094537
-0.285298	0.017485	24.859452	0.082623
-0.209184	0.025671	25.458681	0.070477
-0.138507	0.019232	30.859199	0.055368
-0.046281	0.005712	33.694106	0.042295
0.028328	-0.006364	40.665552	0.028574
0.102681	-0.016772	46.856183	0.018700
0.150722	-0.028986	54.369906	0.007044
0.206780	-0.043430	60.054736	-0.001392
0.236344	-0.059443	65.581116	-0.009137
0.254762	-0.067282	70.696237	-0.016441
0.260231	-0.067710	74.555843	-0.022990
0.253538	-0.067018	79.037672	-0.027559
0.235983	-0.070156	79.533362	-0.034575
0.226066	-0.078699	81.620828	-0.040076
0.200152	-0.088313	83.058222	-0.046247
0.169320	-0.096427	82.750684	-0.051506
0.145521	-0.100578	83.246986	-0.057262
0.124470	-0.100091	82.347759	-0.060970
0.100766	-0.094881	81.706793	-0.066312
0.086958	-0.084634	79.516761	-0.068923
0.069967	-0.067285	81.452538	-0.072377
0.056882	-0.046360	78.678567	-0.073823
0.053598	-0.027621	80.262873	-0.076314
0.051610	-0.010230	77.708284	-0.076934
0.040848	0.004157	79.788145	-0.077301
0.040042	0.012265	78.847952	-0.077380
0.024020	0.023951	81.075141	-0.076697
0.017671	0.045177	79.156764	-0.076270
-0.000432	0.065047	78.816606	-0.072679
-0.008435	0.094580	74.533043	-0.071809
-0.030953	0.131849	71.110180	-0.043374
-0.050089	0.163917	68.432268	0.058140
-0.084864	0.169819	63.101539	0.095073
-0.100437	0.136440	55.162631	0.110590
-0.132138	0.093881	46.350064	0.117843
-0.176348	0.058576	40.076383	0.121648
-0.228675	0.020433	36.117237	0.121991
-0.299367	-0.011363	29.955241	0.121783
-0.341115	-0.030304	23.324711	0.117080
-0.353812	-0.033101	19.339764	0.111799
-0.373100	-0.019429	20.484233	0.103509
-0.340033	-0.001497	20.060488	0.096250
-0.311378	0.015818	23.362043	0.084094
-0.248882	0.028116	24.290498	0.073529
-0.167932	0.024408	28.992420	0.059325
-0.075358	0.012055	34.060575	0.046633
0.001556	-0.000681	37.525367	0.033095
0.088411	-0.016666	45.666292	0.022385
0.148126	-0.031407	52.981841	0.010788
0.199664	-0.045523	56.966726	0.002621
0.242927	-0.059655	63.638931	-0.007148
0.259777	-0.066539	69.277767	-0.013832
0.272910	-0.066614	75.607208	-0.021511
0.274745	-0.068426	79.696672	-0.026255
0.253620	-0.071851	81.520289	-0.033326
0.243351	-0.079526	82.304063	-0.037731
0.214928	-0.089618	83.625465	-0.044318
0.193195	-0.095462	83.820832	-0.048157
0.160966	-0.098334	84.102732	-0.054946
0.146259	-0.097050	83.834465	-0.058867
0.110297	-0.091173	83.303221	-0.064249
0.094991	-0.082633	80.556725	-0.066065
0.070553	-0.067364	80.840942	-0.071085
0.049191	-0.045287	79.744810	-0.072453
0.034657	-0.028748	79.780239	-0.075322
0.024375	-0.015673	78.423176	-0.075191
0.012839	-0.000338	78.705576	-0.077741
0.006528	0.011523	79.478908	-0.076931
-0.007238	0.024809	79.417205	-0.078025
-0.016585	0.040582	78.030308	-0.075767
-0.022942	0.056432	77.501677	-0.076056
-0.033003	0.082204	74.115868	-0.072058
-0.050626	0.119652	73.042447	-0.063073
-0.064401	0.156158	68.974371	0.030813
-0.091009	0.171642	65.190031	0.088135
-0.100995	0.147539	56.063388	0.103974
-0.128293	0.105630	49.362988	0.115164
-0.162089	0.071011	38.723356	0.117819
-0.223739	0.034786	36.746386	0.119685
-0.272022	0.001821	30.606990	0.119181
-0.325808	-0.023093	26.257010	0.115746
-0.329117	-0.036099	22.108109	0.111041
-0.355078	-0.029856	19.988808	0.102903
-0.333665	-0.010474	20.889034	0.094591
-0.315741	0.009175	22.375342	0.082443
-0.262548	0.023684	24.969912	0.071424
-0.180174	0.020870	25.858440	0.057661
-0.092100	0.011478	32.760974	0.044273
-0.009810	0.000660	35.994182	0.031383
0.070347	-0.013028	45.008837	0.019886
0.139925	-0.026188	50.331127	0.008089
0.193945	-0.040108	57.159173	-0.001383
0.241956	-0.054616	60.372828	-0.009523
0.262387	-0.065352	68.312793	-0.015521
0.265860	-0.068681	72.667425	-0.023708
