MBK	ACC	OVV	EGG
-0.152142	-0.195397	10.265170	-0.023760
-0.064947	-0.175462	60.870379	-0.026733
0.063516	-0.143560	112.441819	-0.028737
0.213975	-0.109690	165.814640	-0.026580
0.348129	-0.068872	218.994980	-0.024272
0.467843	-0.029484	254.996232	-0.022775
0.540024	0.012802	271.860028	-0.021239
0.526469	0.054478	276.356765	-0.019846
0.478884	0.090958	258.388997	-0.018823
0.362492	0.131186	224.491376	-0.017762
0.191052	0.178542	180.809750	-0.017198
0.010493	0.239473	132.259973	-0.017074
-0.166678	0.332192	85.481510	-0.014473
-0.323060	0.436363	32.127510	0.002199
-0.424015	0.515060	-15.034294	0.016706
-0.487029	0.509673	-72.234440	0.026287
-0.514254	0.404617	-138.872617	0.029586
-0.549542	0.247159	-185.327971	0.030521
-0.581654	0.077578	-184.492290	0.028659
-0.554719	-0.067709	-133.064327	0.024663
-0.451726	-0.162734	-74.848757	0.020302
-0.272436	-0.196124	-1.732843	0.015770
-0.084195	-0.159858	67.953417	0.010502
0.144259	-0.081141	118.713367	0.005820
0.306705	-0.002750	156.084019	0.001210
0.390289	0.043348	167.725136	-0.001714
0.431725	0.042887	152.613953	-0.002930
0.352338	0.012457	114.105311	-0.003276
0.223808	-0.032983	89.787991	-0.005216
0.067026	-0.084240	56.923226	-0.007333
-0.059324	-0.125341	18.072092	-0.008971
-0.178957	-0.157488	-8.023794	-0.009750
-0.233969	-0.176986	-21.147738	-0.012654
-0.217909	-0.179330	-17.792472	-0.016190
-0.188869	-0.169675	11.085657	-0.020027
-0.085159	-0.143903	62.166908	-0.024033
0.064290	-0.112115	116.322399	-0.026636
0.234765	-0.079365	166.168507	-0.025246
0.379438	-0.041377	221.160642	-0.022855
0.496660	-0.008119	253.705394	-0.021510
0.565713	0.025453	272.638644	-0.019238
0.537368	0.056234	271.888136	-0.017274
0.476473	0.087510	258.202668	-0.016896
0.345107	0.126086	222.369467	-0.015104
0.170904	0.172483	184.050852	-0.015092
-0.016651	0.237552	136.851107	-0.014682
-0.189203	0.332368	88.771533	-0.013270
-0.335241	0.442980	40.914164	0.001085
-0.434741	0.532284	-5.517672	0.017117
-0.477977	0.535396	-63.274787	0.028225
-0.498262	0.436699	-127.044866	0.031525
-0.525322	0.281416	-179.577599	0.033077
-0.554951	0.108097	-179.701855	0.031759
-0.540604	-0.041785	-143.631448	0.028858
-0.441283	-0.145368	-78.746625	0.024052
-0.298779	-0.184969	-12.273758	0.018581
-0.104288	-0.152651	58.374755	0.013672
0.105110	-0.076172	110.164686	0.008824
0.267214	0.005270	149.441469	0.003227
0.370821	0.056563	167.334980	0.002114
0.406618	0.059019	151.221912	0.000971
0.356405	0.032481	121.492470	-0.000461
0.226980	-0.014803	94.352354	-0.002216
0.086953	-0.068712	61.438437	-0.004435
-0.041232	-0.114160	25.735528	-0.005743
-0.159816	-0.149645	-3.312655	-0.008019
-0.214221	-0.169688	-18.722201	-0.010508
-0.213714	-0.174497	-17.875035	-0.014187
-0.178052	-0.166645	7.577834	-0.019696
-0.088122	-0.144852	54.955240	-0.022951
0.053444	-0.115376	106.292740	-0.024007
0.222371	-0.082350	159.908389	-0.022142
0.369389	-0.043063	214.769970	-0.021436
0.494660	-0.003521	254.199817	-0.019143
0.572554	0.034939	276.541898	-0.018420
0.566688	0.071646	279.707539	-0.017103
0.503192	0.106187	264.026643	-0.014761
0.386078	0.144329	230.328145	-0.014929
0.212155	0.181286	188.270738	-0.013926
0.016297	0.238615	135.999405	-0.012524
-0.170747	0.324626	86.887496	-0.011065
-0.333495	0.427337	38.250695	0.004053
-0.435185	0.512368	-11.995486	0.020142
-0.500510	0.512815	-64.456970	0.028949
-0.516196	0.416865	-132.105600	0.034444
-0.529310	0.263713	-182.411204	0.034778
-0.566878	0.098131	-190.986116	0.032332
-0.536877	-0.041908	-133.480046	0.028846
-0.432470	-0.143283	-78.615289	0.025621
-0.259959	-0.181130	-8.700923	0.020085
-0.091714	-0.148355	68.515230	0.016625
0.142565	-0.076513	117.481851	0.010678
0.310478	0.003284	155.015674	0.007128
0.369248	0.049126	169.199927	0.003858
0.424207	0.045805	161.732263	0.001379
0.351323	0.014439	116.942518	0.000664
0.210971	-0.030901	90.653017	0.000530
0.048980	-0.083472	62.134308	-0.001632
-0.071451	-0.124661	22.614589	-0.003244
-0.198078	-0.159780	-9.744812	-0.006586
-0.268962	-0.177337	-21.801020	-0.009526
-0.239339	-0.180681	-21.773168	-0.010903
-0.206142	-0.170856	3.535411	-0.016325
-0.114203	-0.145471	51.347062	-0.020190
0.045498	-0.118912	108.760825	-0.021540
0.225648	-0.086536	153.941704	-0.022383
0.375358	-0.052870	212.974072	-0.020040
0.494655	-0.029019	249.091280	-0.018332
0.587752	0.003363	271.841094	-0.016359
0.559633	0.029792	271.793111	-0.013954
0.497053	0.055449	265.995236	-0.013095
0.388107	0.090476	231.223287	-0.012803
0.213902	0.127340	191.505835	-0.011847
0.017516	0.185095	147.762097	-0.011769
-0.151168	0.267190	100.753725	-0.012437
-0.301826	0.373946	52.918373	-0.001982
-0.421726	0.474721	14.341055	0.015255
-0.459383	0.505438	-39.410250	0.027378
-0.474044	0.439460	-97.283061	0.034720
-0.495023	0.299858	-158.607428	0.036505
-0.518110	0.127905	-176.725503	0.036014
-0.524288	-0.028590	-151.378126	0.032390
