MBK	ACC	OVV	EGG
-0.520710	-0.038797	-150.324565	0.016499
-0.465156	-0.124660	-88.866436	0.012737
-0.323589	-0.154599	7.920868	0.008765
-0.100662	-0.141291	95.883610	0.005239
0.159772	-0.097378	154.552160	0.003308
0.385651	-0.045838	175.165140	0.001572
0.522983	-0.025314	163.103975	-0.000316
0.550499	-0.037916	134.060341	-0.000776
0.471527	-0.076675	101.790499	-0.001240
0.329044	-0.129050	71.002736	-0.000806
0.164545	-0.175780	49.376798	-0.001563
0.025748	-0.216757	42.726585	-0.003018
-0.061487	-0.244331	40.944003	-0.006886
-0.097522	-0.249687	36.313240	-0.010070
-0.093915	-0.237000	36.312486	-0.012548
-0.067544	-0.210713	52.182421	-0.015939
-0.017820	-0.184332	84.385230	-0.019194
0.057740	-0.160541	133.702521	-0.022120
0.158050	-0.139039	184.807874	-0.024039
0.270058	-0.131188	222.013254	-0.022738
0.363565	-0.118587	242.986216	-0.021061
0.415189	-0.099837	246.804993	-0.019382
0.405829	-0.068781	240.840382	-0.017930
0.339214	-0.010794	229.456335	-0.017591
0.230686	0.053172	214.959270	-0.017365
0.102318	0.124736	193.985311	-0.017394
-0.024817	0.218080	161.932520	-0.018040
-0.146618	0.317829	119.962002	-0.016126
-0.260981	0.416401	72.360921	-0.003409
-0.355160	0.485115	20.320704	0.008814
-0.430556	0.492176	-31.324413	0.018180
-0.480518	0.422712	-80.768401	0.024055
-0.512404	0.291250	-132.834347	0.024579
-0.542607	0.144307	-170.417187	0.022758
-0.557716	0.007851	-171.341030	0.019227
-0.525103	-0.097360	-120.765802	0.015598
-0.408950	-0.145176	-36.287450	0.010672
-0.204757	-0.144414	66.144017	0.007694
0.059655	-0.108931	141.733898	0.005726
0.316268	-0.055291	176.882685	0.003503
0.492328	-0.022668	175.627639	0.002788
0.559486	-0.021917	148.505431	0.002501
0.507466	-0.054911	113.144819	0.002416
0.371969	-0.104847	78.117833	0.001007
0.201523	-0.153662	55.063785	-0.000665
0.043843	-0.199972	43.111171	-0.002267
-0.061008	-0.230005	36.482444	-0.004902
-0.109614	-0.244599	35.372363	-0.007342
-0.112701	-0.240787	34.151676	-0.010218
-0.088409	-0.215180	38.175936	-0.012244
-0.045965	-0.187220	64.333718	-0.015823
0.023635	-0.162851	110.253204	-0.018642
0.119663	-0.140642	164.701299	-0.021051
0.236007	-0.130284	212.196665	-0.022432
0.341810	-0.119277	237.361885	-0.020856
0.409426	-0.110331	246.384193	-0.020097
0.419022	-0.088607	243.063213	-0.019584
0.364016	-0.039769	234.261087	-0.018224
0.263503	0.017031	222.327161	-0.018493
0.136506	0.080264	206.065854	-0.017396
0.009587	0.160992	180.067343	-0.015972
-0.106841	0.256319	141.438002	-0.016882
-0.218282	0.354962	96.810028	-0.013602
-0.313567	0.440880	46.461213	0.001134
-0.388248	0.495087	2.589610	0.011911
-0.443069	0.479817	-42.476835	0.019447
-0.471524	0.379849	-86.988064	0.023509
-0.491525	0.242994	-137.391294	0.023249
-0.513864	0.096705	-166.165225	0.020058
-0.523307	-0.032113	-154.388656	0.017536
-0.475533	-0.116581	-93.647653	0.012662
-0.345766	-0.150871	1.307102	0.009903
-0.131026	-0.136935	94.474906	0.006820
0.126768	-0.089017	154.216096	0.004722
0.353896	-0.043851	173.126723	0.003029
0.498650	-0.019568	163.320560	0.001688
0.530915	-0.034293	132.765837	0.001187
0.457516	-0.074206	97.574549	0.001664
0.315907	-0.121371	68.352608	-0.000865
0.156067	-0.175605	51.443392	-0.001519
0.023003	-0.215967	44.809240	-0.004386
-0.057071	-0.242199	43.629131	-0.006543
-0.087901	-0.251099	40.216790	-0.009185
-0.084267	-0.234820	37.357909	-0.012011
-0.061174	-0.207185	49.982660	-0.014211
-0.016645	-0.177294	83.603306	-0.016819
0.053752	-0.153176	133.003383	-0.019703
0.150972	-0.137409	183.189230	-0.022125
0.258185	-0.121912	219.390203	-0.023268
0.346856	-0.115486	235.665177	-0.022624
0.392999	-0.105645	238.611358	-0.020765
0.379815	-0.073551	235.906530	-0.020061
0.309283	-0.020640	228.075555	-0.018617
0.199628	0.042582	214.735680	-0.017473
0.075917	0.116539	198.552358	-0.017785
-0.041397	0.206380	169.865564	-0.017115
-0.149738	0.308874	125.900918	-0.018700
-0.254878	0.396571	79.118632	-0.008281
-0.347558	0.473281	26.887106	0.005198
-0.426667	0.500581	-21.676216	0.016004
-0.482384	0.444806	-65.529412	0.021504
-0.513144	0.325430	-112.976384	0.024419
-0.536171	0.178298	-152.375201	0.022544
