MBK	ACC	OVV	EGG
-0.108972	0.051857	172.070191	0.001610
-0.179624	0.023722	126.710185	0.001620
-0.246628	-0.004032	74.705545	0.001592
-0.304150	-0.025418	32.002256	0.001585
-0.335298	-0.036184	-3.582271	0.001592
-0.330350	-0.033456	-29.756673	0.001569
-0.293461	-0.019500	-35.096496	0.001567
-0.223524	-0.001831	-29.665936	0.001667
-0.119932	0.014137	-4.323148	0.001620
0.001385	0.024372	28.538894	0.001469
0.121111	0.027218	74.084246	0.001006
0.226659	0.022642	108.012630	0.000448
0.298793	0.012864	144.696974	-0.000085
0.333715	-0.000576	167.992131	-0.000662
0.332857	-0.013127	186.151215	-0.001220
0.298027	-0.022241	200.525221	-0.001742
0.238648	-0.027170	205.873217	-0.002135
0.169051	-0.028398	206.579030	-0.002426
0.099872	-0.028530	202.681964	-0.002697
0.035836	-0.030098	207.879023	-0.002766
-0.017250	-0.031221	195.998263	-0.002659
-0.062257	-0.032851	193.733796	-0.002784
-0.096393	-0.036366	179.137343	-0.002796
-0.116978	-0.037958	173.068797	-0.002786
-0.125011	-0.036351	164.272515	-0.002803
-0.118368	-0.032011	168.123854	-0.002770
-0.094574	-0.024374	175.248858	-0.002776
-0.054153	-0.014421	192.079756	-0.002740
-0.001692	-0.004146	216.181214	-0.002739
0.056951	0.005238	239.384053	-0.002688
0.110294	0.015362	265.524855	-0.002811
0.150877	0.025081	281.760757	-0.002614
0.169202	0.037265	295.139731	-0.002758
0.164787	0.051596	289.848523	-0.002659
0.134589	0.064693	285.679553	-0.002864
0.084378	0.079341	264.450820	-0.001816
0.019297	0.087766	238.717672	0.000279
-0.052593	0.075924	202.759080	0.001519
-0.124887	0.051119	165.217852	0.001612
-0.191912	0.022762	123.034517	0.001585
-0.252981	-0.004437	72.836368	0.001682
-0.306767	-0.025519	30.215151	0.001595
-0.334470	-0.035508	-4.229387	0.001629
-0.324739	-0.033027	-28.647560	0.001672
-0.285987	-0.018805	-33.523487	0.001590
-0.214475	-0.001351	-28.925378	0.001584
-0.112427	0.014332	-3.081133	0.001527
0.004023	0.024221	29.896644	0.001613
0.121178	0.026798	72.417164	0.000969
0.223129	0.022455	106.331444	0.000628
0.292820	0.013685	145.577778	0.000094
0.324690	0.000301	168.596044	-0.000475
0.322692	-0.012453	187.677830	-0.000948
0.285563	-0.021170	201.144216	-0.001730
0.225690	-0.025678	205.839103	-0.002130
0.155538	-0.027015	206.849904	-0.002450
0.083468	-0.026543	203.373825	-0.002811
0.020328	-0.028178	204.386091	-0.002761
-0.031644	-0.029157	194.263761	-0.002739
-0.073155	-0.030572	191.332133	-0.002704
-0.102709	-0.034058	177.028106	-0.002773
-0.117554	-0.035119	171.322939	-0.002722
-0.119317	-0.034244	164.970245	-0.002810
-0.107149	-0.030254	167.626127	-0.002922
-0.079964	-0.022825	173.242731	-0.002786
-0.039315	-0.013609	190.659582	-0.002609
0.012653	-0.004288	211.977920	-0.002871
0.069418	0.005064	236.125998	-0.002681
0.118900	0.014543	262.233452	-0.002748
0.156742	0.024099	278.599325	-0.002564
0.172280	0.035920	292.079686	-0.002705
0.166475	0.049557	290.194111	-0.002715
0.136429	0.062451	285.325292	-0.002871
0.086761	0.075947	264.493385	-0.002226
0.021793	0.086176	241.360516	-0.000061
-0.050253	0.078632	207.071515	0.001321
-0.121631	0.055297	170.781915	0.001458
-0.188030	0.027878	129.190933	0.001604
-0.247067	0.000853	82.523949	0.001708
-0.299487	-0.020304	36.839323	0.001725
-0.329473	-0.032164	4.444705	0.001573
-0.324947	-0.031429	-25.725561	0.001563
-0.289944	-0.018873	-31.271445	0.001692
-0.223265	-0.001884	-28.970043	0.001705
-0.125482	0.013709	-5.944233	0.001477
-0.010072	0.025224	25.122862	0.001450
0.107560	0.028011	68.132165	0.000937
0.211978	0.024342	104.779533	0.000624
0.285629	0.015668	138.854209	0.000087
0.321779	0.003648	166.555353	-0.000502
0.320443	-0.009549	181.035269	-0.000979
0.284740	-0.018575	200.029981	-0.001445
0.224749	-0.023677	201.275382	-0.001923
0.153695	-0.025392	208.164872	-0.002499
0.081021	-0.024252	200.562238	-0.002699
0.015459	-0.025320	205.076400	-0.002619
-0.037550	-0.027055	193.222090	-0.002662
-0.079062	-0.028223	189.289293	-0.002661
-0.108197	-0.031174	176.963748	-0.002706
-0.123267	-0.033361	170.554057	-0.002745
-0.124487	-0.032022	164.580030	-0.002787
-0.111964	-0.027981	164.289770	-0.002674
-0.085579	-0.021111	173.449542	-0.002628
-0.045828	-0.012607	187.236019	-0.002791
0.004033	-0.004177	210.306039	-0.002812
0.059456	0.004536	229.733722	-0.002649
0.108119	0.013945	256.518668	-0.002844
0.145220	0.023627	271.171531	-0.002718
0.161602	0.034280	287.685404	-0.002801
0.156242	0.047628	287.743348	-0.002622
0.128343	0.060970	285.003280	-0.002901
0.081705	0.074010	266.023006	-0.002570
0.020042	0.086079	243.885666	-0.000480
-0.048356	0.082121	211.108170	0.000982
-0.117879	0.059974	174.804823	0.001767
-0.183531	0.033058	135.305415	0.001685
-0.242296	0.006704	87.261197	0.001515
-0.295119	-0.015905	41.479726	0.001471
-0.327521	-0.028877	6.735592	0.001518
-0.325622	-0.030337	-21.232440	0.001580
-0.291892	-0.019475	-30.455896	0.001569
-0.229344	-0.002527	-27.443979	0.001701
-0.135989	0.013572	-10.023841	0.001677
-0.024518	0.025510	20.957668	0.001476
0.090093	0.029179	59.638606	0.000919
0.194047	0.026138	98.209945	0.000660
0.268875	0.018688	128.047230	-0.000003
0.307642	0.007184	160.615324	-0.000482
0.310863	-0.005774	175.310330	-0.000984
0.281418	-0.014599	195.255834	-0.001553
0.226291	-0.020146	196.427543	-0.001894
0.158750	-0.022516	203.914279	-0.002458
0.089081	-0.021893	200.835560	-0.002649
0.022945	-0.022542	203.086973	-0.002784
-0.031848	-0.024028	193.999517	-0.002649
-0.074106	-0.025057	188.448125	-0.002676
-0.106215	-0.027221	178.517275	-0.002632
-0.123484	-0.029207	166.910181	-0.002891
-0.126594	-0.028950	163.785381	-0.002733
-0.116002	-0.026277	160.894168	-0.002714
-0.090991	-0.020820	170.135791	-0.002736
-0.050220	-0.012761	180.108271	-0.002691
0.000187	-0.004278	204.239595	-0.002719
0.054556	0.004559	222.559373	-0.002710
0.104892	0.013992	249.313909	-0.002799
0.142684	0.023306	265.404080	-0.002741
0.161743	0.032446	280.233766	-0.002724
0.158693	0.044157	283.260332	-0.002790
0.132651	0.056912	281.105545	-0.002669
0.086714	0.068896	267.586052	-0.002718
0.026596	0.081050	246.607564	-0.001406
-0.039818	0.082865	218.801872	0.000463
-0.106223	0.067640	184.701995	0.001334
-0.169124	0.042523	148.932875	0.001522
-0.227042	0.017050	104.528264	0.001522
-0.278796	-0.006829	60.040504	0.001474
-0.318136	-0.022630	20.009190	0.001583
-0.327402	-0.027938	-8.740598	0.001710
-0.305505	-0.021809	-29.480945	0.001519
-0.255321	-0.006712	-27.351210	0.001603
-0.176007	0.009377	-17.350068	0.001566
-0.071425	0.022475	11.585655	0.001520
0.042119	0.029212	44.945442	0.001035
0.150314	0.029094	89.219726	0.000608
0.235923	0.022664	117.759277	0.000064
0.286646	0.012915	150.945622	-0.000370
0.301637	0.000248	167.308903	-0.000914
0.281832	-0.010709	185.431776	-0.001534
0.232548	-0.016605	192.365575	-0.001799
0.167625	-0.019648	196.612613	-0.002289
0.096960	-0.020764	196.014744	-0.002708
0.030831	-0.021006	195.068933	-0.002765
-0.025053	-0.022717	193.838216	-0.002773
-0.068284	-0.023168	185.685694	-0.002770
-0.100955	-0.025372	182.494595	-0.002715
-0.119927	-0.028280	169.021902	-0.002747
-0.125362	-0.028472	165.637345	-0.002755
-0.117532	-0.026020	158.810757	-0.002804
-0.095907	-0.021758	165.410682	-0.002797
-0.060100	-0.015170	174.442426	-0.002792
-0.013256	-0.006947	193.659607	-0.002631
0.040216	0.000815	214.011182	-0.002815
0.092894	0.008967	237.882661	-0.002815
0.134802	0.018076	259.739593	-0.002748
0.160246	0.027295	274.238190	-0.002693
0.163253	0.038536	283.824995	-0.002693
0.145286	0.051328	282.366337	-0.002641
0.106127	0.064317	273.671265	-0.002801
0.049822	0.076099	252.262365	-0.002099
-0.015381	0.083416	229.490273	-0.000117
-0.085120	0.073509	195.462648	0.001047
-0.149755	0.050809	160.330956	0.001703
-0.208840	0.024520	120.867066	0.001650
-0.260636	0.000190	75.948968	0.001560
-0.302634	-0.018381	33.493224	0.001588
-0.323935	-0.028633	2.445435	0.001677
-0.312800	-0.025820	-23.384966	0.001695
-0.273076	-0.012698	-27.979199	0.001587
-0.204904	0.003576	-23.237174	0.001545
-0.107953	0.018085	0.547644	0.001576
0.004301	0.027172	31.124171	0.001322
0.114378	0.029298	73.480023	0.000868
0.209732	0.024050	106.696259	0.000318
0.274444	0.015991	140.323179	-0.000201
0.303028	0.004285	164.751480	-0.000700
0.298042	-0.007477	178.523762	-0.001112
0.259172	-0.015187	193.258374	-0.001707
0.197053	-0.018834	194.300967	-0.002094
0.125785	-0.019832	197.876675	-0.002656
0.054597	-0.019946	192.299662	-0.002735
-0.008104	-0.021006	195.210955	-0.002635
-0.056405	-0.023395	185.131296	-0.002747
-0.093660	-0.024054	183.389326	-0.002786
-0.117937	-0.026313	170.204005	-0.002621
-0.126269	-0.028498	165.058679	-0.002726
-0.121067	-0.027011	158.573058	-0.002681
-0.101794	-0.023429	160.889350	-0.002613
-0.070168	-0.017907	170.113146	-0.002763
-0.026817	-0.009867	181.482501	-0.002792
0.023378	-0.001597	204.336733	-0.002745
0.075785	0.006143	223.811115	-0.002655
0.120021	0.014694	249.462332	-0.002629
0.150427	0.022460	263.157987	-0.002648
0.161210	0.032162	277.414063	-0.002784
0.148983	0.043474	277.278068	-0.002743
0.117461	0.055791	274.576358	-0.002681
0.066462	0.067398	256.117131	-0.002634
0.004559	0.078773	235.454313	-0.000832
-0.062699	0.077108	206.361917	0.000796
-0.127150	0.058453	171.499479	0.001480
-0.185351	0.034701	136.206265	0.001613
-0.237453	0.009909	93.452454	0.001643
-0.283550	-0.011594	50.620490	0.001538
-0.314167	-0.024626	15.910688	0.001624
-0.314514	-0.027418	-10.634623	0.001539
-0.285193	-0.018288	-24.623073	0.001619
-0.229849	-0.002926	-21.967374	0.001651
-0.146072	0.011860	-8.423766	0.001591
