MBK	ACC	OVV	EGG
0.327679	0.205404	180.331552	-0.018556
0.366058	0.292572	195.427879	-0.018699
0.362389	0.354867	193.182068	-0.016802
0.311017	0.394029	176.315782	-0.003993
0.204826	0.400645	140.204392	0.007795
0.049839	0.363546	90.362476	0.015948
-0.134108	0.271859	34.537554	0.020107
-0.327091	0.158178	-19.455183	0.023229
-0.502668	0.052331	-66.479464	0.023201
-0.639716	-0.038103	-102.167324	0.020108
-0.705644	-0.097212	-118.143665	0.016040
-0.696410	-0.117011	-116.117053	0.011335
-0.607445	-0.104913	-98.195974	0.007384
-0.458178	-0.062479	-66.049111	0.002267
-0.269573	-0.017888	-24.627466	-0.001939
-0.062528	0.014356	17.807040	-0.003923
0.132081	0.016575	59.076074	-0.003870
0.287420	-0.010564	97.004658	-0.004368
0.385065	-0.048340	125.780968	-0.004476
0.423190	-0.103172	148.487018	-0.006734
0.409538	-0.159677	160.556226	-0.006179
0.352636	-0.205762	168.963180	-0.006583
0.268993	-0.238728	167.641386	-0.009090
0.174586	-0.251112	160.927762	-0.010353
0.082856	-0.248053	148.184616	-0.011714
0.012313	-0.233318	131.145839	-0.013611
-0.038943	-0.206853	113.821498	-0.014647
-0.063149	-0.179851	100.298305	-0.018788
-0.061513	-0.146876	92.378501	-0.020364
-0.024126	-0.114084	91.730433	-0.022210
0.035581	-0.081852	102.070240	-0.022507
0.115250	-0.039600	119.643363	-0.020662
0.201486	0.020902	141.254905	-0.019964
0.281705	0.114716	163.039304	-0.019940
0.344821	0.218134	183.030011	-0.018507
0.375402	0.297672	192.627352	-0.018728
0.364426	0.357201	190.502768	-0.015896
0.307073	0.395471	172.351352	-0.001585
0.191587	0.397273	134.918426	0.010528
0.035173	0.353695	84.796488	0.016020
-0.151325	0.261727	27.097932	0.020814
-0.345472	0.151387	-23.267351	0.022807
-0.519990	0.046143	-71.600837	0.023379
-0.651583	-0.041754	-103.756822	0.019970
-0.712232	-0.097778	-117.428980	0.015399
-0.699243	-0.117451	-115.403048	0.011924
-0.609857	-0.100428	-94.678548	0.008777
-0.456063	-0.056825	-61.670691	0.003079
-0.263796	-0.012709	-17.971846	-0.000879
-0.055516	0.015988	24.892578	-0.002714
0.139992	0.014612	66.668358	-0.003394
0.294025	-0.012613	103.008805	-0.003607
0.389806	-0.052512	129.306206	-0.003707
0.420335	-0.107611	149.606013	-0.004957
0.396195	-0.162707	162.286049	-0.005094
0.334113	-0.206394	166.953174	-0.006061
0.248047	-0.238787	168.670102	-0.007625
0.153453	-0.249296	163.072542	-0.009719
0.066258	-0.247315	149.301555	-0.011256
-0.005759	-0.232142	131.780691	-0.014185
-0.051322	-0.206046	112.828464	-0.017116
-0.073258	-0.178989	100.460906	-0.020010
-0.064781	-0.144373	91.750791	-0.020230
-0.027480	-0.111264	94.723591	-0.021595
0.037069	-0.077942	105.997087	-0.021431
0.118939	-0.029966	125.583997	-0.019237
0.209121	0.040375	146.533451	-0.018292
0.292710	0.142512	169.231168	-0.018021
0.353101	0.246576	186.802066	-0.017001
0.380760	0.322614	195.355897	-0.018196
0.367778	0.375652	190.935591	-0.011302
0.302711	0.404616	167.506382	0.003761
0.183359	0.393588	124.567362	0.013542
0.016103	0.332639	71.235038	0.020708
-0.177591	0.230198	16.976606	0.023599
-0.374336	0.120690	-36.332681	0.025564
-0.543366	0.015921	-79.004984	0.023793
-0.659187	-0.068470	-106.000324	0.020312
-0.700247	-0.109921	-116.743387	0.016251
-0.665671	-0.115558	-107.757665	0.011990
-0.556438	-0.088775	-84.464111	0.007917
-0.388493	-0.041770	-47.024261	0.003005
-0.185528	-0.000069	-6.516570	-0.001109
0.019005	0.021638	36.865516	-0.002672
0.202454	0.011572	77.735605	-0.002513
0.340530	-0.023418	111.417170	-0.003329
0.415642	-0.069469	137.363506	-0.002444
0.431578	-0.129058	155.313823	-0.002262
0.395916	-0.179123	166.919417	-0.003536
0.323583	-0.218244	170.660041	-0.005653
0.232252	-0.242960	170.782905	-0.006398
0.137711	-0.248085	161.217172	-0.009270
0.053523	-0.241032	147.188751	-0.010402
-0.012904	-0.221716	128.648894	-0.011824
-0.057358	-0.193997	112.636319	-0.014507
-0.074528	-0.167163	98.843051	-0.017193
-0.060704	-0.134731	92.487027	-0.019429
-0.020292	-0.102676	96.243619	-0.019608
0.047355	-0.065875	110.867563	-0.019569
0.131723	-0.013212	128.726110	-0.018660
0.220970	0.062748	153.170274	-0.018309
0.299449	0.166850	175.444828	-0.017260
0.356749	0.262553	187.442536	-0.016901
0.376426	0.329795	195.582171	-0.017158
0.351162	0.380703	185.789492	-0.008206
0.273879	0.404548	159.391865	0.007240
0.140250	0.385483	113.557981	0.016492
-0.034371	0.316425	60.944930	0.022200
-0.230432	0.205730	6.990860	0.024967
-0.418995	0.093663	-45.835385	0.026565
-0.582591	-0.006231	-84.414866	0.024512
-0.688739	-0.081609	-111.589128	0.020035
-0.719260	-0.117222	-117.525186	0.016564
-0.672763	-0.118890	-105.140037	0.011604
-0.555364	-0.083380	-75.213369	0.006515
-0.378868	-0.033504	-37.094680	0.002203
-0.174039	0.002404	5.603613	-0.001626
0.032363	0.016791	50.011495	-0.002348
0.212968	-0.000180	87.522086	-0.001942
0.339332	-0.036914	118.356235	-0.002887
0.400260	-0.083552	141.628231	-0.002740
0.404929	-0.139470	160.617505	-0.003489
0.361361	-0.187617	169.161877	-0.003975
0.286311	-0.226153	173.750462	-0.006019
0.194970	-0.249646	171.429987	-0.007699
0.104602	-0.250198	161.898466	-0.009580
0.024831	-0.240867	145.507253	-0.010619
-0.037832	-0.220449	126.720988	-0.013072
-0.077213	-0.194046	109.174770	-0.015398
-0.089983	-0.164553	95.653304	-0.017144
-0.072472	-0.128043	94.038246	-0.018950
-0.021582	-0.095781	100.464097	-0.019799
0.052970	-0.057691	115.340995	-0.018573
0.144234	-0.002924	135.947432	-0.017947
0.236979	0.082153	159.281666	-0.017618
0.318306	0.186812	177.386018	-0.016625
0.368556	0.279672	191.004666	-0.016630
0.385056	0.344314	195.250469	-0.015316
0.350465	0.390795	181.294280	-0.002056
0.260503	0.405521	149.443947	0.011186
0.119287	0.374121	101.431122	0.019459
-0.064411	0.291746	48.771934	0.023854
-0.263293	0.172775	-9.207777	0.026332
-0.453637	0.062467	-57.710956	0.026087
-0.608797	-0.034665	-94.925009	0.022716
-0.698972	-0.102166	-115.609371	0.018847
-0.715496	-0.127221	-116.724193	0.015640
-0.648261	-0.116261	-98.544299	0.010390
-0.509791	-0.075004	-66.012022	0.005921
-0.321354	-0.024876	-26.502612	0.001962
-0.108441	0.009412	18.373027	-0.001272
0.097570	0.017794	60.272999	-0.001426
0.264590	-0.006559	97.259699	-0.001779
0.377827	-0.046016	125.525205	-0.002254
0.426855	-0.098064	147.868243	-0.002810
0.415789	-0.156619	162.133447	-0.004148
0.358073	-0.202723	168.774676	-0.004544
0.271390	-0.236883	174.674754	-0.006049
0.174233	-0.253522	168.294419	-0.008046
0.079889	-0.251999	156.031304	-0.008800
0.001117	-0.238394	138.836206	-0.010822
-0.057615	-0.214366	119.861921	-0.012533
-0.092944	-0.186795	104.911700	-0.015370
-0.097205	-0.157261	94.758537	-0.019069
-0.069927	-0.121549	93.873138	-0.019389
-0.012012	-0.089105	104.423719	-0.020390
0.070893	-0.048233	120.303577	-0.019847
