MBK	ACC	OVV	EGG
-0.277784	0.006241	78.736419	0.001661
-0.309291	-0.022777	15.908004	0.001619
-0.337737	-0.042969	-24.435652	0.001752
-0.330156	-0.048934	-62.166073	0.001547
-0.279953	-0.037676	-59.620610	0.001603
-0.189300	-0.016692	-37.462255	0.001596
-0.056945	0.005239	3.814533	0.001674
0.100074	0.022545	59.284798	0.001672
0.247912	0.029575	116.476275	0.001528
0.362475	0.026377	164.384022	0.001130
0.417898	0.014666	184.459179	0.000545
0.405177	-0.002622	206.274900	-0.000108
0.337214	-0.023912	197.416250	-0.000594
0.231792	-0.041196	204.696669	-0.001080
0.111823	-0.051923	191.804719	-0.001530
0.004356	-0.055406	195.766237	-0.002037
-0.076258	-0.052785	186.668447	-0.002430
-0.124989	-0.048211	194.907747	-0.002710
-0.142752	-0.043313	185.877839	-0.002824
-0.140964	-0.038620	181.173723	-0.002808
-0.130959	-0.036209	166.868764	-0.002757
-0.111262	-0.035749	154.222465	-0.002814
-0.082556	-0.034552	150.904541	-0.002693
-0.042250	-0.032153	154.051493	-0.002829
0.012054	-0.027756	177.095720	-0.002687
0.080298	-0.021232	203.231800	-0.002813
0.151505	-0.015553	248.237313	-0.002700
0.214138	-0.010916	279.479386	-0.002737
0.252014	-0.005488	315.021941	-0.002871
0.253752	0.000559	325.856306	-0.002812
0.215848	0.008454	333.281053	-0.002687
0.145786	0.018819	318.979908	-0.002704
0.056937	0.034085	300.770677	-0.002654
-0.036341	0.051286	275.028119	-0.002784
-0.118863	0.070560	248.881664	-0.001632
-0.181667	0.084310	223.455975	0.000672
-0.223004	0.076631	189.324481	0.001544
-0.251102	0.051450	153.209804	0.001638
-0.276136	0.020106	99.888371	0.001558
-0.306245	-0.010773	40.119738	0.001626
-0.339319	-0.035513	-13.528479	0.001583
-0.348535	-0.048216	-45.235224	0.001604
-0.315762	-0.044157	-65.333353	0.001668
-0.240730	-0.025962	-48.025428	0.001713
-0.125430	-0.003002	-21.534571	0.001766
0.026542	0.016968	32.378346	0.001573
0.184217	0.028550	86.093945	0.001596
0.319228	0.029720	145.284763	0.001218
0.406399	0.021695	172.964070	0.000543
0.426573	0.006668	198.493758	-0.000256
0.382853	-0.014363	201.919463	-0.000484
0.295140	-0.034293	203.351135	-0.001164
0.180101	-0.047557	198.844715	-0.001537
0.063523	-0.054090	198.062253	-0.002069
-0.032622	-0.054481	194.365273	-0.002450
-0.098403	-0.050264	193.109164	-0.002695
-0.132802	-0.045807	193.667016	-0.002695
-0.141087	-0.041059	183.080505	-0.002759
-0.135298	-0.037487	176.062608	-0.002738
-0.120323	-0.036037	159.487712	-0.002719
-0.095276	-0.035171	154.253021	-0.002627
-0.060004	-0.033011	151.324662	-0.002604
-0.011582	-0.029269	170.483637	-0.002763
0.051429	-0.022949	192.214462	-0.002736
0.121888	-0.015664	232.198810	-0.002774
0.190175	-0.010098	268.718277	-0.002706
0.239491	-0.005663	303.291929	-0.002642
0.257815	-0.000437	325.971786	-0.002726
0.237298	0.005849	333.325308	-0.002828
0.179526	0.015904	327.248622	-0.002805
0.095981	0.030235	307.688238	-0.002646
0.001847	0.047217	287.178741	-0.002855
-0.087584	0.067175	257.446237	-0.002070
-0.161137	0.084391	234.750196	0.000058
-0.213629	0.082787	198.439513	0.001344
-0.248293	0.060646	165.941549	0.001653
-0.274665	0.029637	112.874289	0.001600
-0.302555	-0.002149	57.918911	0.001504
-0.334605	-0.029754	-0.685061	0.001569
-0.352020	-0.046391	-34.873395	0.001613
-0.328698	-0.046864	-63.615592	0.001665
-0.266257	-0.031547	-55.254015	0.001585
-0.163637	-0.009038	-32.510683	0.001520
-0.022143	0.012677	15.744512	0.001780
0.136786	0.027990	70.924625	0.001679
0.280258	0.031612	128.137770	0.001526
0.386095	0.025931	169.373924	0.001043
0.429587	0.011745	192.828527	0.000129
0.405614	-0.007813	209.873242	-0.000229
0.330134	-0.028512	203.667666	-0.000552
0.220010	-0.043708	208.001890	-0.001289
0.098838	-0.052378	197.590657	-0.001713
-0.008146	-0.054095	199.658492	-0.002225
-0.087011	-0.051418	190.575757	-0.002612
-0.133410	-0.046930	196.032112	-0.002836
-0.150192	-0.042245	183.233177	-0.002676
-0.149057	-0.037867	178.201655	-0.002830
-0.136118	-0.036515	162.267545	-0.002675
-0.112145	-0.035979	152.996158	-0.002730
-0.079384	-0.033845	151.040178	-0.002809
-0.034964	-0.030386	159.418984	-0.002715
0.023721	-0.025037	184.049986	-0.002770
0.093330	-0.018148	215.229096	-0.002730
0.164700	-0.011809	256.941885	-0.002704
0.224103	-0.006618	288.676704	-0.002594
0.255604	-0.001155	321.587732	-0.002922
0.250125	0.005251	330.560931	-0.002815
0.206456	0.013127	332.185687	-0.002790
0.130794	0.026135	315.469214	-0.002567
0.038266	0.042059	297.440664	-0.002747
-0.056452	0.059161	268.815224	-0.002748
-0.139188	0.077991	242.284748	-0.000927
-0.201745	0.084203	210.931336	0.000980
-0.245121	0.068627	173.780734	0.001627
-0.276943	0.039940	132.244846	0.001618
-0.302863	0.009021	78.675966	0.001647
-0.332580	-0.020198	19.562116	0.001640
