MBK	ACC	OVV	EGG
-0.335411	0.102339	-2.368968	-0.454214
-0.367988	0.034170	-28.312894	-0.458627
-0.381147	-0.029405	-56.700254	-0.460969
-0.359479	-0.068521	-66.054722	-0.464347
-0.306895	-0.076937	-86.685268	-0.467586
-0.221651	-0.062491	-79.229146	-0.472713
-0.167041	-0.045797	-80.546249	-0.472663
-0.014994	-0.028613	-69.444328	-0.476429
0.037298	-0.017389	-47.536193	-0.478712
0.174067	-0.009266	-38.354982	-0.478165
0.234417	-0.003221	3.371788	-0.481844
0.319644	-0.002680	16.608691	-0.485452
0.356576	-0.021199	54.227400	-0.485739
0.392132	-0.056276	73.072032	-0.490073
0.397337	-0.096125	103.003175	-0.490318
0.370539	-0.128297	121.884057	-0.491963
0.370418	-0.149839	134.861547	-0.495406
0.289057	-0.169945	161.534633	-0.497097
0.261730	-0.185237	151.488556	-0.496571
0.183247	-0.188788	164.477680	-0.501434
0.108694	-0.179663	164.737412	-0.501224
0.058444	-0.167019	156.274501	-0.504004
-0.013327	-0.158557	162.314106	-0.508740
-0.059128	-0.151240	151.121418	-0.511239
-0.088563	-0.133238	148.878576	-0.512336
-0.106503	-0.093223	157.453277	-0.518096
-0.115715	-0.034285	156.888060	-0.518161
-0.089707	0.034019	160.397477	-0.521622
-0.091870	0.105441	164.579949	-0.523293
-0.078932	0.178700	156.192259	-0.525720
-0.073975	0.251764	151.452065	-0.510521
-0.100128	0.320619	140.181253	-0.477807
-0.123482	0.356817	115.659742	-0.465051
-0.177241	0.321341	90.148256	-0.457034
-0.240881	0.232876	48.629215	-0.454205
-0.328725	0.139422	6.685043	-0.452736
-0.345514	0.065870	-14.129569	-0.454179
-0.395328	-0.001071	-39.285036	-0.457570
-0.372926	-0.050428	-60.836616	-0.459285
-0.350631	-0.073200	-68.083345	-0.463671
-0.270261	-0.070315	-88.694024	-0.468324
-0.207491	-0.054667	-75.668607	-0.469656
-0.104686	-0.037130	-81.612657	-0.472275
0.019995	-0.022303	-55.293933	-0.474701
0.081672	-0.016115	-42.175933	-0.473359
0.227613	-0.007772	-24.585550	-0.476299
0.260359	-0.002661	17.922307	-0.480464
0.355219	-0.007021	27.616466	-0.482103
0.374370	-0.032241	68.384329	-0.486041
0.403314	-0.073722	85.436075	-0.486741
0.393283	-0.112728	109.839918	-0.488369
0.371870	-0.141475	128.526407	-0.491093
0.346326	-0.160881	147.329296	-0.493270
0.271583	-0.178760	158.782515	-0.492071
0.240097	-0.188973	153.396334	-0.494944
0.143417	-0.185843	166.017321	-0.498076
0.092696	-0.176149	156.696132	-0.500319
0.027341	-0.165875	162.125195	-0.505089
-0.038715	-0.157215	157.145393	-0.509449
-0.064084	-0.145257	152.632896	-0.511040
-0.101890	-0.119767	157.027741	-0.514692
-0.098757	-0.071403	158.363203	-0.517357
-0.105932	-0.006374	162.636866	-0.517331
-0.073451	0.068322	165.337756	-0.522064
-0.082085	0.142281	165.257932	-0.522570
