MBK	ACC	OVV	EGG
-0.260221	0.245075	-0.966005	0.138465
-0.486901	0.078727	-89.590491	0.134862
-0.717962	-0.048872	-151.946051	0.129968
-0.760584	-0.170931	-61.760842	0.120797
-0.412344	-0.212816	51.083834	0.112218
-0.019078	-0.128414	125.333998	0.095901
0.251154	0.013045	122.203516	0.085152
0.411651	0.096071	124.458486	0.074690
0.471635	0.090184	101.570617	0.063299
0.507734	0.032036	145.720730	0.053513
0.510901	-0.044633	139.847348	0.044364
0.391708	-0.136845	131.597472	0.031972
0.275585	-0.242916	133.511560	0.023140
0.192350	-0.318394	142.910543	0.011514
0.040549	-0.324750	121.672044	0.002513
-0.099840	-0.275411	102.620214	-0.004302
-0.229428	-0.198790	51.351065	-0.013082
-0.275995	-0.127125	39.656477	-0.021479
-0.218575	-0.073013	73.944496	-0.032242
-0.141157	-0.037177	110.167664	-0.040820
-0.088523	-0.027396	135.934085	-0.054434
0.021490	-0.049435	147.743834	-0.057224
0.095006	-0.088400	141.475651	-0.061320
0.175456	-0.125228	153.180581	-0.060572
0.205152	-0.140233	169.813170	-0.062885
0.206032	-0.135033	180.354308	-0.064594
0.193135	-0.114370	187.179545	-0.066883
0.184215	-0.082200	182.957389	-0.067626
0.109316	-0.032442	167.565823	-0.068308
0.039163	0.025406	157.605260	-0.067371
-0.047483	0.090010	143.524972	-0.065476
-0.077857	0.158510	139.560531	-0.060105
-0.065557	0.268000	140.248607	-0.062737
-0.039648	0.417428	139.406986	-0.019734
-0.033489	0.563594	131.192974	0.093884
-0.055729	0.562764	113.963939	0.123250
-0.153881	0.377253	55.709108	0.134074
-0.322378	0.171320	-35.848261	0.131384
-0.574862	0.029062	-125.745487	0.130418
-0.770063	-0.096849	-127.284970	0.123011
-0.649493	-0.194572	-7.733276	0.116219
-0.223041	-0.184349	88.683982	0.101945
0.100080	-0.063307	130.144845	0.089179
0.341885	0.066137	122.838966	0.074569
0.439519	0.112547	109.493199	0.068683
0.483340	0.078596	109.493511	0.058497
0.511236	0.008084	154.202786	0.048343
0.474451	-0.073363	125.920656	0.036720
0.328165	-0.171545	136.081825	0.027358
0.258556	-0.271925	133.360235	0.015321
0.138727	-0.321137	138.922943	0.006819
-0.001184	-0.302792	108.893483	-0.003957
-0.145739	-0.239537	87.275977	-0.010403
-0.250259	-0.163508	32.339940	-0.019299
-0.259787	-0.098692	57.516019	-0.027206
-0.171216	-0.050039	83.899093	-0.039591
-0.120749	-0.020732	124.979283	-0.049489
-0.034544	-0.025017	139.949542	-0.057887
0.054645	-0.055781	149.164588	-0.062348
0.125870	-0.099307	133.948483	-0.065249
0.184185	-0.132284	161.064747	-0.064548
0.198848	-0.140916	168.795567	-0.070402
0.192269	-0.127509	187.009234	-0.067165
0.193300	-0.099603	186.251896	-0.071214
0.162065	-0.056875	184.154184	-0.069863
0.090779	-0.003095	160.745623	-0.073574
0.010394	0.059125	155.576459	-0.066917
-0.072746	0.122278	136.147920	-0.072020
-0.089050	0.199190	143.023153	-0.062033
-0.070542	0.323275	136.637002	-0.065056
-0.050085	0.482087	142.119165	0.022587
-0.050520	0.594213	123.649217	0.112000
-0.099040	0.511597	102.544397	0.121189
-0.216892	0.297706	19.041371	0.128618
-0.424983	0.117870	-65.757974	0.123793
-0.682703	-0.009835	-152.322274	0.122634
-0.794205	-0.135461	-87.843370	0.111715
-0.507440	-0.200831	29.013276	0.102183
-0.083766	-0.142435	117.062490	0.090674
0.203659	-0.004132	124.619811	0.074642
0.395770	0.097466	124.731132	0.067182
0.454275	0.109792	96.098783	0.058829
0.492403	0.058604	132.724530	0.046706
0.503886	-0.016444	144.608007	0.035866
0.417485	-0.103985	131.201142	0.027022
0.287127	-0.209290	134.532987	0.015131
0.217482	-0.295781	139.178490	0.005631
0.068476	-0.318367	124.575290	-0.003530
-0.069031	-0.279042	104.905750	-0.014653
-0.212032	-0.205248	64.137276	-0.020432
-0.275156	-0.129736	31.939367	-0.030741
-0.241390	-0.071742	66.456267	-0.039759
-0.151953	-0.032540	99.540837	-0.050883
-0.108127	-0.016738	131.621973	-0.060459
-0.009534	-0.034756	143.617351	-0.065531
0.058240	-0.074627	142.154253	-0.067778
0.142338	-0.116926	145.368435	-0.070337
0.182635	-0.136562	168.164606	-0.073449
0.193141	-0.133837	179.731344	-0.073244
0.183509	-0.113894	193.629019	-0.076763
0.184678	-0.080079	191.021170	-0.075674
0.122000	-0.029762	174.779223	-0.076780
0.048315	0.026893	159.484393	-0.076689
-0.045976	0.090234	147.748205	-0.076938
-0.104654	0.158566	138.387795	-0.069863
-0.107109	0.270535	140.549114	-0.072570
-0.084394	0.423254	138.447988	-0.031178
-0.068950	0.577345	131.167214	0.087553
-0.075140	0.582059	111.518916	0.110874
-0.162605	0.397124	55.134420	0.123016
-0.341341	0.189450	-35.918258	0.121871
-0.599870	0.044350	-128.444597	0.121560
-0.812550	-0.085671	-137.080415	0.113594
-0.692278	-0.189753	-14.146523	0.106453
-0.248725	-0.181393	86.294816	0.094972
0.088630	-0.059290	131.601692	0.082796
0.330329	0.071893	123.035048	0.067621
0.436818	0.119517	111.092750	0.059509
0.471997	0.086713	106.642843	0.049587
0.491781	0.015836	151.974975	0.044332
0.446847	-0.065662	125.953577	0.029021
0.300906	-0.165653	134.518998	0.020513
0.236494	-0.269009	133.373965	0.007276
0.124293	-0.318418	137.698155	-0.000832
