MBK	ACC	OVV	EGG
0.183783	-0.161956	135.496184	-0.068087
0.043988	-0.168042	120.366547	-0.071720
-0.077092	-0.167940	104.892857	-0.075687
-0.153567	-0.160520	115.298499	-0.076310
-0.127586	-0.143692	138.396413	-0.079103
-0.028228	-0.112210	168.208485	-0.076728
0.050404	-0.069943	182.944296	-0.078744
0.110753	-0.024730	178.240518	-0.076807
0.144992	0.014958	179.656035	-0.078121
0.169806	0.044232	177.661856	-0.076706
0.150938	0.065824	168.011583	-0.079498
0.056842	0.094758	155.648505	-0.076757
-0.061151	0.145277	142.262203	-0.072547
-0.124928	0.248537	130.657957	-0.072357
-0.168496	0.397212	117.249373	-0.043476
-0.189182	0.533785	87.422223	0.074745
-0.230503	0.563584	36.699693	0.109571
-0.332406	0.436441	-65.951079	0.118557
-0.583250	0.253590	-141.703908	0.113147
-0.766530	0.099324	-151.480158	0.109051
-0.725064	-0.026938	6.872773	0.097883
-0.191281	-0.136988	183.297850	0.086603
0.416053	-0.174759	204.214360	0.074292
0.547887	-0.130431	133.967452	0.064193
0.443127	-0.065561	107.296519	0.051257
0.463164	-0.047889	127.096731	0.043189
0.368658	-0.076784	104.025571	0.030880
0.093437	-0.125477	64.533903	0.020991
-0.150831	-0.167264	46.438195	0.009655
-0.232351	-0.203183	52.663008	0.000886
-0.180906	-0.233360	89.494953	-0.010915
-0.144637	-0.244499	121.963237	-0.019955
-0.069000	-0.227104	138.439144	-0.028592
0.152595	-0.190475	153.781490	-0.038555
0.333208	-0.156237	136.043689	-0.049189
0.337308	-0.145725	125.682124	-0.058635
0.209638	-0.150819	138.783825	-0.072544
0.060282	-0.158875	132.094051	-0.076693
-0.054089	-0.162078	110.236982	-0.080948
-0.128877	-0.158521	113.125043	-0.081928
-0.140596	-0.146508	131.026098	-0.084110
-0.061991	-0.118737	162.856763	-0.080469
0.021282	-0.074761	180.481995	-0.086776
0.082261	-0.028734	178.360809	-0.082526
0.122174	0.014427	179.165284	-0.083727
0.164946	0.047007	180.543954	-0.082846
0.158485	0.067098	172.912411	-0.083643
0.093884	0.093164	159.750106	-0.080078
-0.024015	0.137466	147.708336	-0.081280
-0.097400	0.229355	138.679004	-0.072854
-0.130620	0.369750	126.072175	-0.066640
-0.153375	0.511437	95.567123	0.035130
-0.218318	0.578323	44.313418	0.106147
-0.302059	0.487738	-44.705987	0.109751
-0.537043	0.308001	-126.904780	0.111515
-0.739912	0.138832	-153.855275	0.106449
-0.752474	0.006291	-42.357463	0.097224
-0.362108	-0.109173	143.943693	0.084468
0.270519	-0.165786	201.438872	0.073152
0.540062	-0.138540	155.277838	0.063837
0.460560	-0.072492	112.134192	0.051120
0.467503	-0.041299	131.263872	0.043216
0.439235	-0.059133	115.705444	0.030570
0.181471	-0.106094	73.043270	0.020916
-0.082380	-0.153977	51.237407	0.012763
-0.209896	-0.193851	56.807712	0.001165
-0.200229	-0.226722	71.134710	-0.009640
-0.167193	-0.244631	112.572711	-0.018648
-0.109573	-0.232630	131.311675	-0.027400
0.088645	-0.196983	152.170184	-0.038755
0.293166	-0.156768	144.945967	-0.048301
0.338939	-0.137217	128.351944	-0.058862
0.248504	-0.142666	135.893195	-0.071385
0.111621	-0.154716	142.634616	-0.075740
-0.016935	-0.161165	114.595089	-0.082192
-0.107507	-0.161658	114.600782	-0.083042
-0.133584	-0.153242	134.227775	-0.083866
-0.062592	-0.128329	157.239970	-0.082343
0.003824	-0.081233	171.843578	-0.085682
0.046628	-0.026588	177.808663	-0.081849
0.104938	0.021668	178.348778	-0.084317
0.162826	0.056681	180.839851	-0.082476
0.159347	0.080285	168.800360	-0.082780
0.101678	0.105936	161.978874	-0.079948
-0.002502	0.149364	154.239453	-0.079172
-0.071492	0.230295	144.191060	-0.072602
-0.114374	0.365268	125.800756	-0.069356
-0.154212	0.509229	94.690043	0.035496
-0.221091	0.580094	49.327921	0.107095
-0.299132	0.491094	-35.316992	0.108640
-0.518297	0.312227	-126.026085	0.112602
-0.741154	0.146603	-152.866590	0.106271
-0.763416	0.017573	-48.720585	0.096214
-0.377873	-0.096847	137.883289	0.087079
0.250238	-0.155378	193.516616	0.075152
0.516646	-0.130097	152.064047	0.062401
0.460232	-0.063493	117.560777	0.052262
0.501626	-0.032332	139.892559	0.040314
0.498845	-0.052330	124.419602	0.031257
0.230632	-0.102627	79.168276	0.020916
-0.050779	-0.151285	55.982050	0.010479
-0.172581	-0.190885	63.967374	-0.002262
-0.169659	-0.224658	65.952611	-0.010520
-0.170365	-0.243179	103.151892	-0.019288
-0.126315	-0.230367	128.927233	-0.028848
0.075610	-0.190932	149.043579	-0.037692
0.286618	-0.149014	144.246385	-0.048468
0.334166	-0.129113	132.859831	-0.059584
0.261700	-0.130751	140.049864	-0.072439
0.152612	-0.139938	147.966242	-0.076831
0.037587	-0.152744	121.019503	-0.083072
-0.070108	-0.158169	115.105215	-0.083584
-0.123927	-0.150322	131.084103	-0.086115
-0.074500	-0.128348	155.474602	-0.087330
-0.003403	-0.085524	171.679670	-0.086530
0.043243	-0.031616	173.497277	-0.083307
0.087791	0.019506	173.727413	-0.086546
0.154419	0.058176	179.845504	-0.084683
0.177254	0.084084	173.502216	-0.085977
0.124250	0.111267	164.871619	-0.082230
0.021989	0.153427	158.536028	-0.082528
-0.044420	0.236275	149.834328	-0.072949
-0.091634	0.366687	128.655416	-0.071797
-0.136566	0.499537	97.478382	0.026188
-0.208167	0.571905	50.355772	0.102886
-0.308094	0.497905	-37.537971	0.108358
-0.531532	0.324917	-115.052179	0.113690
-0.717171	0.153723	-144.370330	0.105717
-0.736680	0.023478	-63.246148	0.095507
-0.416374	-0.086491	116.480080	0.085901
0.188804	-0.146286	176.030919	0.075440
0.496076	-0.127207	151.367674	0.062859
0.475865	-0.065334	121.280025	0.053296
0.510174	-0.031589	142.650071	0.040401
0.518605	-0.047684	131.922933	0.031620
0.281315	-0.098493	88.692079	0.021229
0.005272	-0.150976	62.687724	0.011703
-0.153109	-0.192634	61.968737	-0.000136
-0.181096	-0.224487	62.347437	-0.007135
-0.184093	-0.242399	99.580491	-0.017663
-0.146059	-0.232961	120.572186	-0.026494
0.037220	-0.197264	138.733430	-0.035005
0.231883	-0.151680	137.775806	-0.047027
0.297235	-0.125484	133.277429	-0.054791
0.272135	-0.125959	147.071816	-0.067329
0.197268	-0.136596	156.435534	-0.074587
0.080381	-0.149223	123.095058	-0.079883
-0.039000	-0.158605	118.100021	-0.079169
-0.090679	-0.158741	132.999882	-0.080976
-0.059109	-0.142142	151.928885	-0.081235
-0.018727	-0.100911	167.055758	-0.082535
0.022259	-0.045391	174.133700	-0.081225
0.088132	0.012586	174.621447	-0.082488
0.158323	0.060224	178.691359	-0.081311
0.169552	0.093210	172.963974	-0.082421
0.129869	0.122121	168.864952	-0.078850
0.052410	0.159792	157.812948	-0.078372
-0.021825	0.228673	147.743512	-0.071692
-0.081681	0.348046	126.995304	-0.071427
-0.122299	0.479545	100.614118	0.015266
-0.188638	0.565284	59.988852	0.106319
-0.276013	0.506056	-20.282632	0.111605
-0.478696	0.335598	-108.439525	0.118298
-0.696851	0.162399	-146.503830	0.109641
-0.752288	0.031678	-82.408541	0.104348
-0.469567	-0.080284	98.758562	0.092310
0.123126	-0.145905	169.353360	0.079782
0.447123	-0.131959	151.729307	0.068845
0.454294	-0.069031	128.603893	0.058579
0.520564	-0.029136	144.966567	0.044165
0.562304	-0.041658	138.414474	0.038398
0.330266	-0.094489	100.337008	0.026935
0.064168	-0.153642	72.413194	0.017057
-0.097829	-0.197524	68.717950	0.005778
-0.166499	-0.231504	53.924162	-0.003375
-0.204744	-0.253468	90.760546	-0.014346
-0.174466	-0.243361	118.300414	-0.021258
-0.002013	-0.202772	128.741155	-0.031626
0.182936	-0.153943	133.028763	-0.041796
0.264008	-0.125027	130.430134	-0.053385
0.270368	-0.121422	140.660181	-0.067136
0.206924	-0.129513	158.714928	-0.073375
0.109946	-0.143662	132.562585	-0.078325
0.007741	-0.160434	123.435750	-0.081431
-0.065159	-0.165900	132.910748	-0.081124
-0.061174	-0.151653	144.121703	-0.081586
-0.039490	-0.115315	160.448066	-0.082088
-0.010930	-0.065219	172.078686	-0.081962
0.056001	-0.009850	167.497214	-0.080785
0.113004	0.041698	172.417780	-0.081836
0.134186	0.081884	172.035953	-0.080190
0.128380	0.108999	175.581941	-0.079140
0.066295	0.139346	166.983646	-0.079373
-0.006153	0.197182	150.930630	-0.072669
-0.067029	0.313293	136.149723	-0.073346
-0.103894	0.447055	116.150178	-0.018083
-0.149183	0.547967	79.011185	0.093395
-0.243444	0.524797	2.156773	0.110717
-0.454755	0.375967	-97.850465	0.117114
-0.693091	0.198427	-138.546453	0.110008
-0.765939	0.056608	-109.280070	0.107244
-0.596382	-0.061180	45.844653	0.091681
-0.084511	-0.142810	145.533725	0.083210
0.324740	-0.148243	145.992349	0.072114
0.409639	-0.089151	126.686817	0.061669
0.476289	-0.035421	148.735160	0.047203
0.580687	-0.033103	156.681515	0.041814
0.438092	-0.077871	120.843470	0.026802
0.177132	-0.139115	80.498945	0.019172
-0.015909	-0.190858	72.579819	0.009180
-0.128940	-0.232405	53.042592	-0.000269
-0.206965	-0.262300	74.306275	-0.012290
-0.214429	-0.262563	107.359083	-0.018206
-0.087379	-0.226867	116.140675	-0.030460
0.093775	-0.171468	125.730598	-0.039287
0.196591	-0.129797	124.281119	-0.049941
0.228437	-0.116476	137.448835	-0.062693
0.215407	-0.122602	167.678695	-0.070037
