MBK	ACC	OVV	EGG
-0.029206	0.471493	110.191569	0.007732
-0.086274	0.487393	97.495252	0.021273
-0.176053	0.396892	62.335653	0.028135
-0.236742	0.223101	32.626811	0.029682
-0.351074	0.049101	-0.512608	0.027733
-0.451373	-0.077440	-23.589013	0.022887
-0.531534	-0.162694	-43.017350	0.018406
-0.600689	-0.191906	-56.387819	0.013643
-0.609770	-0.155394	-60.331847	0.008406
-0.583521	-0.077261	-70.965788	0.005347
-0.511935	0.023560	-57.952787	0.000842
-0.420068	0.104812	-51.504966	-0.002787
-0.270833	0.140633	-34.107837	-0.001911
-0.149067	0.126059	-19.309480	-0.004476
0.002052	0.073203	3.727432	-0.003225
0.115294	0.007989	22.851594	-0.003655
0.212526	-0.069236	49.437374	-0.005484
0.304612	-0.143610	71.320971	-0.005974
0.352525	-0.197630	92.814914	-0.006822
0.391741	-0.229426	110.348216	-0.010173
0.413374	-0.233498	127.712969	-0.012218
0.414723	-0.224415	141.529789	-0.016019
0.413699	-0.218562	145.998562	-0.018600
0.399930	-0.217036	156.252733	-0.018106
0.372508	-0.228523	154.348689	-0.016826
0.350440	-0.236194	161.273446	-0.015614
0.305287	-0.233484	159.719587	-0.015893
0.274742	-0.218341	162.802183	-0.017044
0.229264	-0.167882	162.404228	-0.016047
0.193109	-0.081103	161.180548	-0.016067
0.155353	0.028897	161.471982	-0.016522
0.114914	0.147433	162.154778	-0.016443
0.075639	0.256104	148.407254	-0.016907
0.032770	0.354616	141.372278	-0.016672
-0.026908	0.438749	119.667177	0.000609
-0.078378	0.480934	102.529844	0.016657
-0.162326	0.432345	73.897146	0.025141
-0.230013	0.280057	42.918870	0.028868
-0.321141	0.104396	9.228861	0.027681
-0.429824	-0.037743	-14.469652	0.024220
-0.510304	-0.139231	-35.963822	0.021045
-0.578781	-0.184881	-53.202687	0.016369
-0.613818	-0.171015	-56.870158	0.013147
-0.586560	-0.107878	-72.952552	0.007083
-0.527608	-0.009780	-59.754788	0.002649
-0.449232	0.080444	-58.775212	-0.000302
-0.297519	0.134446	-36.519875	-0.002713
-0.187111	0.132799	-27.702242	-0.003800
-0.025207	0.089622	0.223769	-0.004260
0.090359	0.028888	11.899325	-0.004671
0.196704	-0.045270	46.001430	-0.004483
0.289049	-0.121821	63.180103	-0.006330
0.350282	-0.184180	89.975898	-0.008195
0.388332	-0.224468	103.878159	-0.008637
0.416482	-0.234812	126.275138	-0.009261
0.423295	-0.228877	137.117082	-0.012739
0.420116	-0.218916	149.598407	-0.014375
0.417518	-0.211059	155.267633	-0.016130
0.386768	-0.221408	159.827598	-0.015697
0.371425	-0.232881	159.347412	-0.014653
0.329601	-0.236184	164.596715	-0.015764
0.293699	-0.226178	161.814596	-0.015846
0.255191	-0.188887	164.877575	-0.015293
0.207729	-0.116209	163.107370	-0.015719
0.176377	-0.010465	164.232827	-0.014883
0.132909	0.110154	160.309463	-0.015708
0.093757	0.221041	156.147844	-0.014883
0.051599	0.324314	142.741847	-0.016620
-0.005977	0.417710	132.143325	-0.003673
-0.061080	0.480936	104.038824	0.013900
-0.134866	0.462808	89.102859	0.024257
-0.216682	0.333192	50.147058	0.030168
-0.288307	0.153464	21.560227	0.030518
-0.412979	-0.005404	-13.963557	0.027948
-0.493645	-0.119346	-28.734819	0.023164
-0.579557	-0.182289	-51.843381	0.019364
-0.618975	-0.187943	-58.358807	0.014263
-0.613562	-0.135333	-65.657518	0.008510
-0.562783	-0.041470	-67.136362	0.004945
-0.479417	0.056733	-57.454616	-0.000288
-0.362458	0.127396	-46.422797	-0.003286
-0.212661	0.140050	-28.642996	-0.002706
-0.086565	0.104888	-11.776344	-0.003173
0.061461	0.050359	9.232766	-0.002941
0.157997	-0.021448	34.950092	-0.003694
0.257662	-0.098772	60.603117	-0.005561
0.327445	-0.166038	81.373929	-0.006266
0.367768	-0.216037	101.976326	-0.006843
0.400993	-0.234234	120.391797	-0.008733
0.410187	-0.235391	133.199432	-0.010143
0.411949	-0.224374	148.060948	-0.013002
