MBK	ACC	OVV	EGG
-0.179773	-0.091208	145.196627	-0.078366
-0.078918	-0.064062	183.450699	-0.082200
0.109985	-0.031092	190.227535	-0.080697
0.212425	-0.001390	191.007230	-0.083504
0.194095	0.023621	190.720194	-0.080473
0.182181	0.045969	193.785055	-0.082736
0.164904	0.082445	185.774681	-0.078339
0.032955	0.139758	174.878840	-0.080253
-0.096946	0.234432	152.395838	-0.072893
-0.173457	0.383071	136.916002	-0.070683
-0.176363	0.566435	108.289000	0.022713
-0.212584	0.705146	75.740795	0.100590
-0.332740	0.652172	-3.022187	0.111819
-0.527292	0.449956	-106.909880	0.117345
-0.738382	0.250451	-206.073622	0.112162
-0.916024	0.094991	-160.228657	0.111307
-0.687732	-0.055624	87.476688	0.101716
0.110152	-0.162417	264.691272	0.091139
0.691216	-0.157956	250.100110	0.074830
0.738936	-0.074962	142.474569	0.059807
0.597282	-0.016862	88.059073	0.050497
0.425777	-0.026584	74.264442	0.040357
0.186615	-0.067554	62.351439	0.030750
-0.138910	-0.107930	22.280587	0.018828
-0.416396	-0.147100	28.497650	0.008497
-0.313834	-0.195656	91.870961	-0.001094
-0.106666	-0.229032	134.267591	-0.012379
-0.057886	-0.230055	143.838815	-0.019245
0.051824	-0.208355	159.444740	-0.031197
0.242309	-0.186404	155.077770	-0.039969
0.398482	-0.175454	139.850930	-0.050222
0.359839	-0.177988	127.599394	-0.059825
0.133798	-0.174307	114.053904	-0.070277
-0.009691	-0.161470	119.620027	-0.073305
-0.055534	-0.141730	124.353392	-0.077553
-0.145614	-0.119234	125.008502	-0.080308
-0.157756	-0.091469	142.190396	-0.082456
-0.067343	-0.059473	177.740527	-0.085493
0.107308	-0.024789	192.632247	-0.083066
0.219905	0.003610	198.685676	-0.084569
0.192193	0.032129	191.510784	-0.082904
0.149064	0.060151	188.020597	-0.082426
0.125431	0.097388	181.703404	-0.081554
0.021448	0.148226	171.721988	-0.082168
-0.082455	0.244349	143.731229	-0.076288
-0.170522	0.398334	129.604602	-0.070055
-0.190395	0.580671	105.773665	0.027541
-0.206494	0.699457	75.148511	0.100325
-0.303594	0.626342	-12.719926	0.106706
-0.516274	0.426413	-119.010843	0.113821
-0.739652	0.237752	-207.140615	0.110423
-0.891347	0.085090	-133.083773	0.106943
-0.599756	-0.065194	113.384027	0.099290
0.188791	-0.160158	264.326456	0.090201
0.684435	-0.144097	232.172172	0.072601
0.709744	-0.063520	133.878280	0.059628
0.602084	-0.016381	86.193638	0.048410
0.419018	-0.030510	68.719876	0.038120
0.140916	-0.071755	56.550954	0.028878
-0.161674	-0.112344	24.232186	0.019282
-0.375502	-0.155081	35.054773	0.006645
-0.255719	-0.201911	96.528433	-0.001190
-0.091020	-0.231568	131.629836	-0.012555
-0.050140	-0.230303	143.546673	-0.022526
0.090368	-0.209456	160.974392	-0.033276
0.286900	-0.186061	153.436207	-0.040490
0.407696	-0.174433	136.241461	-0.051867
0.348931	-0.176621	127.319324	-0.058611
0.147311	-0.174263	115.297912	-0.068528
0.009667	-0.162501	115.871289	-0.072357
-0.068772	-0.145215	119.718275	-0.076330
-0.160439	-0.122065	126.321237	-0.080359
-0.136881	-0.093382	149.145156	-0.079749
-0.016175	-0.061548	184.934829	-0.081034
0.149230	-0.028207	194.187549	-0.079408
0.234653	0.002698	196.371345	-0.081193
0.201027	0.035447	189.879637	-0.080030
0.163762	0.063835	188.559721	-0.080310
0.129274	0.101730	180.091648	-0.079000
0.005480	0.157524	166.764505	-0.075711
-0.097479	0.262042	139.298470	-0.072127
-0.163015	0.418929	129.256380	-0.059164
-0.174793	0.600071	102.649584	0.048967
-0.211429	0.703094	68.516835	0.108586
-0.319865	0.605609	-26.248290	0.115782
-0.538159	0.397373	-130.587212	0.120388
-0.748197	0.213984	-215.610083	0.117516
-0.893458	0.066377	-110.505503	0.113513
-0.525953	-0.081721	142.610927	0.105291
0.292750	-0.168764	271.493717	0.092963
0.727385	-0.141931	217.802568	0.074976
0.707669	-0.056093	121.219555	0.063288
0.593309	-0.014351	85.294638	0.051776
0.406451	-0.037403	71.676551	0.039692
0.125924	-0.083921	53.240276	0.031266
-0.197101	-0.123816	14.337198	0.021598
-0.387836	-0.163999	39.091124	0.010164
-0.215367	-0.211746	105.960283	0.002012
-0.056275	-0.238906	138.737385	-0.008441
-0.013185	-0.234156	144.486980	-0.018245
0.121801	-0.210266	158.901355	-0.027619
0.316391	-0.188035	147.894578	-0.037197
0.428018	-0.181333	135.748941	-0.047110
0.337700	-0.186171	124.633635	-0.056510
0.124741	-0.181212	115.323602	-0.065989
0.011865	-0.166141	117.586460	-0.072216
