MBK	ACC	OVV	EGG
-0.133055	0.127975	4.988686	0.145575
-0.284114	0.077137	-15.103761	0.154287
-0.461256	0.042240	-17.823444	0.142451
-0.630326	0.016304	-6.692321	0.137198
-0.683598	0.000395	10.671421	0.128057
-0.599125	0.001819	26.571349	0.120617
-0.405018	0.020151	33.257557	0.109223
-0.155492	0.042485	44.191222	0.102029
0.037783	0.054366	51.611673	0.089848
0.224542	0.046321	65.139572	0.079225
0.384362	0.022866	65.724788	0.067411
0.485950	-0.009874	67.186186	0.056226
0.528575	-0.040668	65.635472	0.043415
0.471400	-0.067235	63.898541	0.033011
0.348418	-0.085244	56.612796	0.022113
0.196802	-0.099059	55.038618	0.013460
0.007154	-0.101277	47.408286	0.003302
-0.157347	-0.089773	51.357321	-0.003171
-0.257225	-0.073517	57.346060	-0.010317
-0.293577	-0.060412	69.211999	-0.016227
-0.236403	-0.052511	75.039803	-0.023773
-0.143507	-0.054227	79.873880	-0.029411
-0.020837	-0.061955	83.771768	-0.036306
0.133075	-0.069229	91.582722	-0.041751
0.277382	-0.077088	99.218326	-0.049648
0.408551	-0.086854	105.829412	-0.055612
0.486772	-0.094203	110.331109	-0.061721
0.474158	-0.095918	108.220084	-0.066336
0.395851	-0.090398	106.118492	-0.071081
0.255433	-0.077491	100.714199	-0.074741
0.088714	-0.058882	97.942556	-0.077793
-0.054380	-0.039604	94.927461	-0.080112
-0.176422	-0.021174	94.739026	-0.080881
-0.252165	-0.004866	93.779951	-0.080247
-0.293730	0.024289	92.665374	-0.079165
-0.303843	0.064597	92.314625	-0.078256
-0.261317	0.103264	94.807215	-0.074276
-0.186677	0.146833	92.976143	-0.073303
-0.090120	0.181752	85.041318	-0.052992
0.017359	0.215984	75.991679	0.053744
0.058122	0.232718	59.087233	0.101362
0.028945	0.201442	38.273295	0.123300
-0.062648	0.148039	18.707056	0.135080
-0.219461	0.098833	-2.864035	0.152248
-0.377488	0.061357	-16.220872	0.150999
-0.536833	0.035361	-9.966241	0.142304
-0.667438	0.014174	2.477310	0.134530
-0.633326	0.002861	21.817735	0.126391
-0.498278	0.010934	28.813150	0.116380
-0.276825	0.027886	37.813120	0.107119
-0.047349	0.046721	45.211005	0.096093
0.120679	0.049828	58.957039	0.085878
0.297678	0.033331	65.362101	0.073767
0.450462	0.002989	70.074295	0.063159
0.526147	-0.023540	65.522975	0.051194
0.540180	-0.049502	65.866141	0.039517
0.438327	-0.073810	61.608077	0.027986
0.287260	-0.091567	57.581602	0.018273
0.128575	-0.102188	49.845116	0.007064
-0.059694	-0.100619	47.688055	0.000189
-0.194887	-0.084090	52.497953	-0.007507
-0.263661	-0.069029	63.277786	-0.012669
-0.264127	-0.059826	72.687847	-0.020244
-0.174919	-0.057078	77.598134	-0.026013
-0.059348	-0.062102	81.850374	-0.032853
0.079588	-0.068284	86.236449	-0.037978
0.236299	-0.076114	95.864297	-0.044725
0.370363	-0.088006	102.984804	-0.049939
0.479375	-0.098680	109.793914	-0.058383
0.517044	-0.104924	108.312489	-0.063189
0.469141	-0.096996	109.785457	-0.069120
0.359860	-0.083398	105.450692	-0.072095
0.202574	-0.072151	104.326820	-0.076069
0.049143	-0.054952	98.237170	-0.077299
-0.081777	-0.037779	95.596885	-0.080714
-0.182697	-0.021741	91.842787	-0.080220
-0.254926	0.006293	94.462902	-0.081937
-0.288834	0.038366	95.541708	-0.077473
-0.278992	0.075823	97.457547	-0.079641
-0.213649	0.121230	96.901710	-0.071138
-0.118293	0.163509	90.932310	-0.077321
-0.011491	0.201551	82.655734	-0.006083
0.050836	0.233473	68.141358	0.087729
0.057780	0.223269	49.819573	0.111200
0.003239	0.176644	28.684379	0.131429
-0.117004	0.124753	7.765115	0.138525
-0.273122	0.079445	-12.503540	0.151231
-0.441989	0.042944	-14.004139	0.141688
-0.593229	0.017279	-6.370463	0.135240
-0.641895	0.001151	9.727184	0.125262
-0.554978	0.002181	24.634599	0.116459
-0.380377	0.017900	33.958588	0.103988
-0.144497	0.038876	44.291533	0.096717
0.056245	0.050483	53.807039	0.086499
0.241438	0.042859	63.686396	0.076382
0.406543	0.019270	65.556555	0.064342
0.513471	-0.009987	68.452836	0.052653
0.549594	-0.038599	65.445996	0.040187
0.504427	-0.064623	66.954492	0.029773
0.376028	-0.083994	60.557299	0.017845
0.221579	-0.097064	57.022156	0.008995
0.041600	-0.101293	49.476825	0.000192
-0.124435	-0.092009	51.357100	-0.007584
-0.226257	-0.073423	56.053563	-0.016012
